time,input_1
1742333940000,37.358352219952366
1742334000000,38.38345112667718
1742334060000,38.23406913754892
1742334120000,38.53272196750199
1742334180000,34.07500000010866
1742334240000,37.20000000010866
1742334300000,36.05000000020178
1742334360000,38.1416666666822
1742334420000,37.18333333303841
1742334480000,35.45000000003105
1742334540000,36.54166666674428
1742334600000,35.87499999984478
1742334660000,38.508333333690345
1742334720000,38.74999999961195
1742334780000,35.74166666677532
1742334840000,34.33333333348856
1742334900000,37.19166666657353
1742334960000,36.89385102464296
1742335020000,35.61426904484081
1742335080000,37.263561370242826
1742335140000,34.486207183652574
1742335200000,37.66666666682188
1742335260000,37.09166666686845
1742335320000,38.57499999964299
1742335380000,35.45833333356616
1742335440000,36.09166666632518
1742335500000,36.31666666672876
1742335560000,37.40833333344198
1742335620000,36.55833333303842
1742335680000,34.39166666707024
1742335740000,35.39999999998448
1742335800000,37.34166666671324
1742335860000,36.69166666649593
1742335920000,40.500000000077605
1742335980000,35.78333333328677
1742336040000,35.5583333336593
1742336100000,38.17706076429971
1742336160000,36.98956631898596
1742336220000,35.583333333488554
1742336280000,34.96666666624757
1742336340000,35.00833333353513
1742336400000,37.14999999967403
1742336460000,37.6916666670392
1742336520000,39.116666666620105
1742336580000,34.28333333305393
1742336640000,37.35000000024835
1742336700000,37.84999999993792
1742336760000,38.20000000026388
1742336820000,36.00833333291425
1742336880000,34.47500000009314
1742336940000,35.400000000372536
1742337000000,38.299999999580905
1742337060000,36.35000000009313
1742337120000,38.66871104327567
1742337180000,36.61455381841405
1742337240000,35.54999999973612
1742337300000,37.02709909683648
1742337360000,38.03126770864422
1742337420000,36.38333333345752
1742337480000,35.5166666667598
1742337540000,35.5166666667598
1742337600000,36.17499999973612
1742337660000,40.450000000031054
1742337720000,38.40000000045014
1742337780000,35.84999999962747
1742337840000,34.96883437215656
1742337900000,37.06456881894511
1742337960000,37.20000000010866
1742338020000,36.283333333364375
1742338080000,37.633333333069466
1742338140000,35.8166666670392
1742338200000,38.50833333330228
1742338260000,39.058333333038405
1742338320000,39.63333333376795
1742338380000,34.8499999998603
1742338440000,35.816666666651145
1742338500000,35.633333333147064
1742338560000,40.0416666668995
1742338620000,38.374999999844775
1742338680000,35.90000000006209
1742338740000,35.816666666651145
1742338800000,36.19999999995344
1742338860000,39.341666666635625
1742338920000,39.15000000037253
1742338980000,37.59999999970509
1742339040000,37.20000000010866
1742339100000,38.80000000004657
1742339160000,39.38333333314708
1742339220000,36.80000000012418
1742339280000,37.75000000023283
1742339340000,36.38333333306946
1742339400000,36.48333333355065
1742339460000,38.30833333311603
1742339520000,36.2750000002173
1742339580000,38.61037965368558
1742339640000,36.572885762967424
1742339700000,37.52500000021731
1742339760000,37.39999999951882
1742339820000,37.08333333372138
1742339880000,35.83333333294528
1742339940000,35.38656400510203
1742340000000,35.12175608811485
1742340060000,38.8166666663407
1742340120000,36.73333333378348
1742340180000,36.17499999973612
1742340240000,35.04166666651145
1742340300000,36.92500000004657
1742340360000,39.27500000029491
1742340420000,37.36666666654249
1742340480000,35.483333333395414
1742340540000,36.29305030263157
1742340600000,37.7990430621078
1742340660000,37.44999999956538
1742340720000,36.03333333351959
1742340780000,39.54999999996895
1742340840000,35.533333333441995
1742340900000,37.92706909751049
1742340960000,37.63958798620413
1742341020000,36.241666666852936
1742341080000,37.875000000155225
1742341140000,34.99166666646488
1742341200000,36.21666666702368
1742341260000,38.19166666634071
1742341320000,37.1166666666977
1742341380000,40.32500000010866
1742341440000,37.41875270816546
1742341500000,35.87286242898047
1742341560000,38.6833333328832
1742341620000,36.58333333364377
1742341680000,34.61666666630966
1742341740000,36.42500000035701
1742341800000,35.21666666686845
1742341860000,38.10833333292975
1742341920000,37.375000000077605
1742341980000,39.116666666620105
1742342040000,36.975000000093125
1742342100000,36.058333333348855
1742342160000,37.83333333325572
1742342220000,38.19999999987582
1742342280000,36.58333333325572
1742342340000,37.23023081442476
1742342400000,37.5697974829994
1742342460000,38.50833333330229
1742342520000,36.36666666677533
1742342580000,39.21666666671324
1742342640000,35.58333333310051
1742342700000,37.34166666671324
1742342760000,38.20833333341093
1742342820000,34.70833333325572
1742342880000,37.09166666686845
1742342940000,34.53333333289872
1742343000000,36.73333333339542
1742343060000,39.41666666689949
1742343120000,39.46236917546591
1742343180000,34.82499999964299
1742343240000,38.06253750263989
1742343300000,37.44999999995344
1742343360000,38.18333333358168
1742343420000,34.050000000279404
1742343480000,35.88333333299185
1742343540000,36.04166666666666
1742343600000,38.09166666663562
1742343660000,37.958333333566166
1742343720000,39.30000000012417
1742343780000,34.64166666652697
1742343840000,37.983333333007366
1742343900000,36.90000000021732
1742343960000,37.569788177319886
1742344020000,37.4635398436278
1742344080000,36.683333333348855
1742344140000,36.01666666644936
1742344200000,37.43333333327124
1742344260000,37.35000000024835
1742344320000,38.73333333331781
1742344380000,34.735508816512485
1742344440000,33.33944464796868
1742344500000,36.466666666868456
1742344560000,38.09166666663562
1742344620000,35.4749999998603
1742344680000,35.90833333320915
1742344740000,35.56666666680637
1742344800000,39.033333333597206
1742344860000,37.35833333300738
1742344920000,35.73035580377615
1742344980000,38.66155512951652
1742345040000,35.87500000023282
1742345100000,36.32499999987581
1742345160000,38.00833333322469
1742345220000,35.816666666651145
1742345280000,34.64166666652697
1742345340000,37.60833333362825
1742345400000,35.90000000006208
1742345460000,37.16666666635622
1742345520000,39.16666666666667
1742345580000,37.24898761806465
1742345640000,35.40913106567905
1742345700000,37.42499999973612
1742345760000,37.96666666671323
1742345820000,33.86666666677532
1742345880000,36.76666666637175
1742345940000,35.61666666685292
1742346000000,38.63333333322467
1742346060000,36.925000000434615
1742346120000,39.9333333328832
1742346180000,35.891666666915015
1742346240000,35.54999999973612
1742346300000,36.56666666696158
1742346360000,38.666666666201
1742346420000,36.525000000450135
1742346480000,36.48333333316258
1742346540000,35.06666666672875
1742346600000,36.28651900702597
1742346660000,37.91356234478391
1742346720000,36.46666666725651
1742346780000,37.14999999967403
1742346840000,33.569228207445455
1742346900000,35.37222064706356
1742346960000,35.851918525015094
1742347020000,35.96666666679085
1742347080000,35.38333333330228
1742347140000,36.42499999958091
1742347200000,36.38333333345752
1742347260000,38.15000000021731
1742347320000,39.32499999995343
1742347380000,36.10000000024836
1742347440000,36.54166666674428
1742347500000,36.46666666648039
1742347560000,37.59166666655802
1742347620000,35.33333333325572
1742347680000,36.03333333351959
1742347740000,35.72500000009313
1742347800000,37.19166666657354
1742347860000,37.80833333303841
1742347920000,36.17960679823064
1742347980000,36.67055685211329
1742348040000,37.30000000020179
1742348100000,36.699999999643
1742348160000,40.05000000004657
1742348220000,36.70833333356616
1742348280000,34.96666666663562
1742348340000,36.32499999987581
1742348400000,37.02499999975164
1742348460000,39.35833333331781
1742348520000,37.04999999996896
1742348580000,39.58333333372139
1742348640000,35.599999999782696
1742348700000,37.1198106761639
1742348760000,38.76360484692454
1742348820000,34.649999999674044
1742348880000,35.85833333355064
1742348940000,35.45000000003105
1742349000000,37.99373354247913
1742349060000,37.65625520846039
1742349120000,37.66666666682188
1742349180000,38.42499999989136
1742349240000,35.14999999975165
1742349300000,38.18333333319364
1742349360000,38.04166666658906
1742349420000,36.39166666699263
1742349480000,36.283333333364375
1742349540000,35.249999999844775
1742349600000,38.166666666899495
1742349660000,38.09166666663562
1742349720000,36.74166666654249
1742349780000,39.99166666646487
1742349840000,34.350000000558786
1742349900000,37.524999999441214
1742349960000,40.05000000004657
1742350020000,37.033333333674825
1742350080000,35.55833333327125
1742350140000,34.85833333339543
1742350200000,37.483333333317816
1742350260000,38.141666666294135
1742350320000,39.79166666705471
1742350380000,35.749999999534346
1742350440000,39.05000000027941
1742350500000,36.25833333314708
1742350560000,39.63333333337991
1742350620000,37.275000000372536
1742350680000,36.39999999975166
1742350740000,34.90833333344199
1742350800000,36.14999999990687
1742350860000,38.44166666657354
1742350920000,38.03849679204265
1742350980000,37.07808984082006
1742351040000,35.8583333331626
1742351100000,37.89999999998448
1742351160000,36.50000000023284
1742351220000,34.70833333325572
1742351280000,37.39999999990686
1742351340000,35.618812706429395
1742351400000,38.16460548708239
1742351460000,37.65833333328676
1742351520000,38.00000000007762
1742351580000,40.01666666629413
1742351640000,35.34999999993791
1742351700000,36.25833333353512
1742351760000,37.44166666680637
1742351820000,34.1166666666201
1742351880000,36.116666666542486
1742351940000,34.26666666675979
1742352000000,37.05833333311603
1742352060000,37.61666666677532
1742352120000,35.34166666679084
1742352180000,38.033333333053946
1742352240000,36.33333333341094
1742352300000,36.9166666668995
1742352360000,38.35000000001551
1742352420000,37.66666666643384
1742352480000,36.133333333612725
1742352540000,36.833333333100505
1742352600000,36.63333333330229
1742352660000,39.116666666620105
1742352720000,37.59999999970509
1742352780000,39.25833333400078
1742352840000,35.241666666309655
1742352900000,37.60000000009314
1742352960000,38.75833333353511
1742353020000,34.98333333292975
1742353080000,36.283333333364375
1742353140000,35.591666666635625
1742353200000,38.783333333364375
1742353260000,38.15833333336438
1742353320000,36.90000000021732
1742353380000,39.23310225289325
1742353440000,36.09981330850323
1742353500000,35.18333333350407
1742353560000,38.70833333310051
1742353620000,35.824999999798216
1742353680000,36.08546381810556
1742353740000,36.39787992947068
1742353800000,35.150000000139705
1742353860000,38.27499999936359
1742353920000,37.70833333372139
1742353980000,38.53333333313154
1742354040000,36.10833333339543
1742354100000,37.90000000037252
1742354160000,40.03333333336438
1742354220000,35.88333333299185
1742354280000,37.10833333316259
1742354340000,36.08333333317811
1742354400000,36.72500000063641
1742354460000,39.03333333320915
1742354520000,35.62499999999999
1742354580000,38.27499999975165
1742354640000,35.96666666679085
1742354700000,37.39166666675979
1742354760000,37.42499999973612
1742354820000,36.683333333348855
1742354880000,36.35000000009313
1742354940000,36.1416666667598
1742355000000,36.31666666672876
1742355060000,40.77499999975165
1742355120000,37.67500000035701
1742355180000,38.75833333314706
1742355240000,35.71047631753369
1742355300000,37.97293243094133
1742355360000,38.83333333341095
1742355420000,34.62499999984479
1742355480000,36.38333333345752
1742355540000,35.216666666868456
1742355600000,36.87499999961194
1742355660000,38.77500000021731
1742355720000,35.416666666666664
1742355780000,36.60833333308497
1742355840000,39.87500000007762
1742355900000,36.77500000029492
1742355960000,40.78333333328676
1742356020000,36.71666666671322
1742356080000,37.31666666649593
1742356140000,35.87307935837383
1742356200000,38.08547521454513
1742356260000,38.58333333317812
1742356320000,36.80000000012418
1742356380000,36.17500000012417
1742356440000,39.43333333319363
1742356500000,36.96666666694605
1742356560000,39.26666666637176
1742356620000,36.625000000155225
1742356680000,35.691666666728764
1742356740000,37.02499999975164
1742356800000,36.916822180969056
1742356860000,39.01707121886753
1742356920000,37.49166666646489
1742356980000,35.45833333356616
1742357040000,38.59166666671323
1742357100000,36.2083333331005
1742357160000,38.20000000026387
1742357220000,35.658333333364375
1742357280000,36.19999999956538
1742357340000,34.39713357260585
1742357400000,37.37811484279491
1742357460000,38.216666666558005
1742357520000,35.91666666674428
1742357580000,34.791666666666664
1742357640000,38.18333333358168
1742357700000,35.38333333330229
1742357760000,37.17499999989136
1742357820000,37.76666666652697
1742357880000,35.75000000031044
1742357940000,36.099999999472246
1742358000000,36.56666666696158
1742358060000,38.175000000046566
1742358120000,37.27499999998447
1742358180000,34.80833333334885
1742358240000,35.47500000024834
1742358300000,39.58333333294528
1742358360000,39.27500000029491
1742358420000,36.11666666615443
1742358480000,37.333333333566166
1742358540000,34.77500000037252
1742358600000,37.50833333275902
1742358660000,37.50833333392317
1742358720000,37.39999999951882
1742358780000,37.49166666685293
1742358840000,37.6249999999224
1742358900000,36.35000000009313
1742358960000,38.74166666685292
1742359020000,36.61877937358626
1742359080000,35.63118770645867
1742359140000,37.06666666665115
1742359200000,37.76666666652697
1742359260000,38.05000000012417
1742359320000,36.44166666665114
1742359380000,36.42499999996895
1742359440000,37.82500000010865
1742359500000,36.60833333308497
1742359560000,37.20833333364377
1742359620000,36.10833333300737
1742359680000,35.35833333347303
1742359740000,35.60000000017074
1742359800000,36.666666666278616
1742359860000,38.83333333379899
1742359920000,35.533333333441995
1742359980000,36.40833333289872
1742360040000,39.53333333367481
1742360100000,36.37499999953434
1742360160000,38.277057431558646
1742360220000,36.81456048548921
1742360280000,36.02499999998447
1742360340000,35.133333333457514
1742360400000,35.75833333306946
1742360460000,37.21666666679084
1742360520000,36.21666666702368
1742360580000,39.208333332790055
1742360640000,33.37500000023284
1742360700000,37.875000000155225
1742360760000,38.57500000003105
1742360820000,35.70833333302289
1742360880000,37.9333333337369
1742360940000,36.29999999965852
1742361000000,37.308333333348855
1742361060000,39.88333333322468
1742361120000,36.432416218076845
1742361180000,40.04300501729858
1742361240000,37.24166666700815
1742361300000,36.93333333319365
1742361360000,38.19166666634071
1742361420000,36.75833333361274
1742361480000,36.76666666637174
1742361540000,35.941666666961595
1742361600000,35.483333333395414
1742361660000,38.8333333330229
1742361720000,35.42500000020179
1742361780000,35.65000000021731
1742361840000,39.60833333316259
1742361900000,36.433333333116025
1742361960000,37.941666666883975
1742362020000,36.39166666699263
1742362080000,37.07499999979822
1742362140000,35.233333333162584
1742362200000,37.05833333350408
1742362260000,37.39166666637175
1742362320000,35.93333333342647
1742362380000,40.38830097527574
1742362440000,36.011334277639165
1742362500000,35.45000000003105
1742362560000,38.783333333364375
1742362620000,38.5999999998603
1742362680000,36.03333333313154
1742362740000,37.19166666657353
1742362800000,35.48333333378347
1742362860000,37.049999999580905
1742362920000,34.95833333387661
1742362980000,35.13333333306946
1742363040000,36.03333333313154
1742363100000,33.74166666685293
1742363160000,35.752141595202545
1742363220000,34.422814093849695
1742363280000,33.17500000004656
1742363340000,34.108333333084985
1742363400000,34.341666667023674
1742363460000,37.41666666658905
1742363520000,35.643811872953094
1742363580000,37.79792659744459
1742363640000,35.23657150458737
1742363700000,36.43015484124614
1742363760000,37.20833333325573
1742363820000,35.291666666744284
1742363880000,34.45833333302289
1742363940000,34.88333333361273
1742364000000,36.72500000024834
1742364060000,37.62499999953434
1742364120000,34.90833333344199
1742364180000,40.43531882310947
1742364240000,36.51455048487647
1742364300000,36.54166666635622
1742364360000,38.0416666669771
1742364420000,35.8583333331626
1742364480000,32.95000000003105
1742364540000,37.74166666669772
1742364600000,34.94166666680636
1742364660000,36.82499999995344
1742364720000,35.81666666626309
1742364780000,34.80833333334885
1742364840000,37.60000000009314
1742364900000,36.50833333337991
1742364960000,37.01666666699264
1742365020000,36.1166666665425
1742365080000,35.79166666682189
1742365140000,38.29166666643384
1742365200000,37.47292298440414
1742365260000,38.652352215827456
1742365320000,35.677144094855365
1742365380000,39.439647988716416
1742365440000,36.6166666666201
1742365500000,38.60833333300737
1742365560000,38.14166666707024
1742365620000,36.441666666263096
1742365680000,36.80833333327125
1742365740000,36.22500000017074
1742365800000,39.08333333325573
1742365860000,40.28333333359721
1742365920000,36.14999999990687
1742365980000,40.81326556098595
1742366040000,36.56560942711871
1742366100000,37.69584638955752
1742366160000,41.01666666683741
1742366220000,37.09166666686845
1742366280000,37.30833333296081
1742366340000,35.891666666915015
1742366400000,37.94166666649592
1742366460000,39.35000000017075
1742366520000,38.24166666677532
1742366580000,46.98333333324021
1742366640000,35.666666666511446
1742366700000,38.15000000021731
1742366760000,37.64166666660458
1742366820000,37.69166666626309
1742366880000,36.53333333398525
1742366940000,36.770881940520994
1742367000000,39.887659177759694
1742367060000,38.37499999984478
1742367120000,38.82499999987583
1742367180000,39.83333333356616
1742367240000,36.09379687348412
1742367300000,37.33957798559137
1742367360000,38.21666666694606
1742367420000,36.29999999965852
1742367480000,38.22500000048119
1742367540000,35.08333333302289
1742367600000,36.76666666675981
1742367660000,38.54166666666667
1742367720000,35.36048798387357
1742367780000,39.581319377312575
1742367840000,35.74999999992239
1742367900000,38.95833333333334
1742367960000,38.25833333306945
1742368020000,38.458333333643765
1742368080000,35.76666666660457
1742368140000,36.6166666666201
1742368200000,36.625000000155225
1742368260000,36.92500000004657
1742368320000,36.08333333317811
1742368380000,36.46666666686846
1742368440000,39.29166666620101
1742368500000,37.85000000032597
1742368560000,36.74166666654249
1742368620000,35.4749999998603
1742368680000,37.92500000020178
1742368740000,35.83333333333334
1742368800000,38.69999999995344
1742368860000,38.86666666677532
1742368920000,37.29166666666666
1742368980000,36.38333333306946
1742369040000,39.135362154563815
1742369100000,37.01456715256438
1742369160000,37.69893512421998
1742369220000,37.851082626058016
1742369280000,35.22500000001551
1742369340000,35.941666666961595
1742369400000,36.80833333327125
1742369460000,38.74166666646488
1742369520000,37.31146775996086
1742369580000,36.33014984090299
1742369640000,38.08333333348855
1742369700000,37.99999999968956
1742369760000,37.65000000013969
1742369820000,37.27499999998447
1742369880000,36.993766874546175
1742369940000,33.57278575955635
1742370000000,36.49999999984478
1742370060000,36.46362803099742
1742370120000,35.286273856232285
1742370180000,36.208333333100505
1742370240000,36.92500000004657
1742370300000,35.34999999993791
1742370360000,34.36666666685293
1742370420000,33.69166666641832
1742370480000,34.16666666705473
1742370540000,36.3166666663407
1742370600000,36.08333333356617
1742370660000,37.16666666635622
1742370720000,35.36666666662009
1742370780000,35.07500000026388
1742370840000,38.125
1742370900000,36.22499999978269
1742370960000,35.59166666702367
1742371020000,34.858333333007366
1742371080000,35.56666666680637
1742371140000,33.93333333350408
1742371200000,35.85000000001553
1742371260000,35.95000000010866
1742371320000,34.82499999964299
1742371380000,34.641666666915015
1742371440000,38.800000000046566
1742371500000,38.00833333322469
1742371560000,38.949999999798216
1742371620000,37.79166666674427
1742371680000,35.96666666679085
1742371740000,37.72500000001553
1742371800000,37.39166666637175
1742371860000,38.43333333381451
1742371920000,36.84999999978269
1742371980000,36.49999999984478
1742372040000,38.60833333378346
1742372100000,36.86666666607683
1742372160000,38.95000000018627
1742372220000,36.16666666697711
1742372280000,37.058333333116025
1742372340000,35.891666666915015
1742372400000,36.76666666675981
1742372460000,40.183333333116025
1742372520000,36.40833333328677
1742372580000,36.81666666680636
1742372640000,35.51666666637174
1742372700000,39.44570361982076
1742372760000,37.62084138934836
1742372820000,34.95000000034148
1742372880000,35.99166666623205
1742372940000,36.96666666655801
1742373000000,34.50000000031044
1742373060000,38.59166666671323
1742373120000,35.991666666620105
1742373180000,36.4000000001397
1742373240000,39.25833333283664
1742373300000,37.435418819698654
1742373360000,41.32304410134586
1742373420000,37.18333333342648
1742373480000,38.00833333322469
1742373540000,36.95000000026387
1742373600000,36.36666666677533
1742373660000,37.99166666615443
1742373720000,34.86666666693055
1742373780000,37.325000000031054
1742373840000,34.183333333348855
1742373900000,38.65833333344199
1742373960000,38.0583333328832
1742374020000,36.76666666714785
1742374080000,35.79999999996895
1742374140000,35.85000000001553
1742374200000,36.38333333345752
1742374260000,40.37499999976717
1742374320000,38.70833333348856
1742374380000,35.8416666664804
1742374440000,37.85833333308498
1742374500000,40.71666666694607
1742374560000,38.58114188545445
1742374620000,35.71857185727886
1742374680000,35.933333333814524
1742374740000,35.76666666621653
1742374800000,36.95000000026387
1742374860000,37.91666666666666
1742374920000,35.39999999998448
1742374980000,37.51666666668218
1742375040000,36.0583333329608
1742375100000,40.5833333338766
1742375160000,38.19999999987582
1742375220000,37.42500000012418
1742375280000,37.2166666664028
1742375340000,37.78333333320916
1742375400000,36.091666667101286
1742375460000,39.24999999968957
1742375520000,37.335422152439705
1742375580000,37.43124770858292
1742375640000,37.78333333320916
1742375700000,37.23333333347303
1742375760000,41.32499999987582
1742375820000,35.666666666511446
1742375880000,38.40000000006209
1742375940000,37.07499999979822
1742376000000,38.225000000093125
1742376060000,40.00833333353513
1742376120000,39.47499999970508
1742376180000,39.02500000006208
1742376240000,37.20000000010866
1742376300000,38.50000000015522
1742376360000,41.083333333566166
1742376420000,37.924999999813735
1742376480000,36.55833333303842
1742376540000,37.2833333335196
1742376600000,36.41666666643384
1742376660000,39.46666666694607
1742376720000,38.57500000003105
1742376780000,35.85000000001553
1742376840000,37.35833333339542
1742376900000,37.46666666663563
1742376960000,43.05000000012418
1742377020000,40.708333333022885
1742377080000,36.74166666693054
1742377140000,37.04166666643384
1742377200000,36.89166666668219
1742377260000,38.783333333364375
1742377320000,37.12709576331934
1742377380000,36.097869929246
1742377440000,36.508333332991846
1742377500000,36.15833333344198
1742377560000,41.94166666672877
1742377620000,37.22499999993792
1742377680000,38.125
1742377740000,35.983333333473034
1742377800000,37.299999999813735
1742377860000,38.05833333327124
1742377920000,38.75833333353512
1742377980000,38.77534022933875
1742378040000,35.814698083961694
1742378100000,37.91666666705471
1742378160000,41.40833333328678
1742378220000,37.02499999975164
1742378280000,36.26666666668219
1742378340000,36.641666666837416
1742378400000,38.16666666651145
1742378460000,37.05000000035701
1742378520000,37.77499999967405
1742378580000,36.58333333325572
1742378640000,35.983333333473034
1742378700000,36.80421305258733
1742378760000,39.904326955239
1742378820000,37.29166666627861
1742378880000,36.35833333362826
1742378940000,38.10833333331781
1742379000000,35.82500000018627
1742379060000,38.99166666630967
1742379120000,39.2666666667598
1742379180000,36.99166666677532
1742379240000,37.65833333328676
1742379300000,35.34166666679084
1742379360000,36.33333333341094
1742379420000,40.799999999580905
1742379480000,34.94166666680636
1742379540000,37.46666666663563
1742379600000,35.79166666643383
1742379660000,39.14166666722546
1742379720000,37.1583333328211
1742379780000,36.25833333353512
1742379840000,37.10424581731694
1742379900000,40.12435198625545
1742379960000,38.73026984681016
1742380020000,39.95833333348855
1742380080000,37.524999999829255
1742380140000,37.99166666654249
1742380200000,36.60833333347304
1742380260000,38.80833333358169
1742380320000,38.68333333288319
1742380380000,38.38116188404442
1742380440000,37.085375204000805
1742380500000,37.30833333334886
1742380560000,38.20000000026387
1742380620000,39.60000000001552
1742380680000,37.91873604213194
1742380740000,36.706223540629466
1742380800000,37.84999999993792
1742380860000,36.80000000012418
1742380920000,35.49999999968956
1742380980000,37.82500000010865
1742381040000,36.425000000357
1742381100000,37.04999999996896
1742381160000,37.17499999989135
1742381220000,40.99218450540918
1742381280000,37.31248749938394
1742381340000,37.68647387280721
1742381400000,36.70000000003104
1742381460000,40.29999999989135
1742381520000,38.012465835502304
1742381580000,36.28741916151026
1742381640000,39.72499999993791
1742381700000,35.641666666682184
1742381760000,37.42500000012418
1742381820000,38.62499999968956
1742381880000,36.213648862750006
1742381940000,36.16968080647
1742382000000,37.25833333369034
1742382060000,38.67499999973612
1742382120000,35.87500000023282
1742382180000,37.0416666668219
1742382240000,37.01666666621652
1742382300000,37.41666666697712
1742382360000,41.008333333302296
1742382420000,37.68333333350407
1742382480000,38.374999999844775
1742382540000,38.8583333332402
1742382600000,38.69166666641832
1742382660000,36.77500000029492
1742382720000,37.20209326366653
1742382780000,36.13120437337045
1742382840000,37.61666666677532
1742382900000,41.5083333333799
1742382960000,40.89166666652697
1742383020000,36.3583333332402
1742383080000,39.14166666644936
1742383140000,36.81666666719441
1742383200000,38.26666666660458
1742383260000,38.374999999844775
1742383320000,38.09999999978268
1742383380000,37.0302474795164
1742383440000,38.49487457303631
1742383500000,38.54166666666667
1742383560000,39.32071195267619
1742383620000,37.7958530567618
1742383680000,35.92499999989134
1742383740000,37.15833333320916
1742383800000,35.52311435532427
1742383860000,38.69064484422045
1742383920000,38.06150512556683
1742383980000,35.8583333331626
1742384040000,37.083333333333336
1742384100000,38.35833333316258
1742384160000,44.16666666666666
1742384220000,36.173049361652886
1742384280000,36.93536020274904
1742384340000,36.31666666672875
1742384400000,40.53333333344198
1742384460000,41.05833333334885
1742384520000,39.48535048861197
1742384580000,36.87289576280404
1742384640000,37.70000000018627
1742384700000,37.64999999975165
1742384760000,37.60000000009314
1742384820000,39.15833333313154
1742384880000,35.441666666883975
1742384940000,37.48645901036729
1742385000000,37.52187609402201
1742385060000,39.25833333322469
1742385120000,36.48333333316258
1742385180000,35.7750000001397
1742385240000,37.60000000009314
1742385300000,39.07500000010866
1742385360000,39.57170235773329
1742385420000,39.928327360551286
1742385480000,37.70833333372139
1742385540000,36.54999999989135
1742385600000,38.48333333347304
1742385660000,39.04166666635622
1742385720000,36.391666666604586
1742385780000,36.11666666693054
1742385840000,36.68755416268329
1742385900000,38.22088139257402
1742385960000,41.54999999989136
1742386020000,38.15094402469044
1742386080000,39.0741944628132
1742386140000,37.46666666663563
1742386200000,38.158333332976326
1742386260000,38.166666666899495
1742386320000,36.40833333367481
1742386380000,38.619735679758506
1742386440000,37.03018484252889
1742386500000,37.61666666677532
1742386560000,39.93333333327125
1742386620000,35.141666666604586
1742386680000,39.20833333317811
1742386740000,37.64166666699262
1742386800000,35.04166666651145
1742386860000,42.49166666646489
1742386920000,39.45833333341094
1742386980000,35.63333333353512
1742387040000,37.91666666666666
1742387100000,38.73333333331781
1742387160000,39.558333333116025
1742387220000,38.01666666675981
1742387280000,39.72499999993791
1742387340000,36.38333333345752
1742387400000,38.26666666660458
1742387460000,39.033333333597206
1742387520000,36.29999999965852
1742387580000,37.57500000026389
1742387640000,36.25833333314708
1742387700000,37.44166666641831
1742387760000,39.95200160028814
1742387820000,36.43121437359513
1742387880000,39.53333333328677
1742387940000,36.63966936675367
1742388000000,38.00213354657933
1742388060000,38.50000000015522
