time,input_1,input_2
1742332320000,35.7333333332402,26.414807693916075
1742332380000,37.53333333375243,26.345045480731997
1742332440000,38.949999999798216,26.27621310240631
1742332500000,35.45000000003105,26.207385643841764
1742332560000,38.64999999990686,26.15977219537946
1742332620000,36.44999999979821,26.121722762603326
1742332680000,35.3000000002794,26.142813778676675
1742332740000,36.44166666665114,26.15885220004339
1742332800000,36.58333333364377,26.169641236257256
1742332860000,38.73333333292977,26.149598129310014
1742332920000,37.65833333328676,26.134032005014205
1742332980000,37.64166666660458,26.181876682250838
1742333040000,36.36666666677533,26.24152878626048
1742333100000,36.62500000015522,26.30471819854089
1742333160000,37.70833333333334,26.350088235916324
1742333220000,35.68333333319364,26.388526329823737
1742333280000,35.21913014497584,26.424809568345076
1742333340000,35.93098849798986,26.460133453441102
1742333400000,35.20000000018626,26.49717925494153
1742333460000,36.183333333271236,26.534731791840972
1742333520000,36.70000000003104,26.562720313054232
1742333580000,38.54166666666667,26.58918862807049
1742333640000,35.508333333224684,26.60654554542686
1742333700000,37.00833333345751,26.619105695656696
1742333760000,39.05833333342647,26.63079012840084
1742333820000,35.599999999782696,26.643729100239643
1742333880000,36.75000000007761,26.656771387062705
1742333940000,37.358352219952366,26.703154895236136
1742334000000,38.38345112667718,26.721746672642542
1742334060000,38.23406913754892,26.74287212704398
1742334120000,38.53272196750199,26.838738592918798
1742334180000,34.07500000010866,26.93675499441852
1742334240000,37.20000000010866,26.916042799954155
1742334300000,36.050000000201784,26.845026047675436
1742334360000,38.1416666666822,26.784129244093457
1742334420000,37.18333333303841,26.749794230989664
1742334480000,35.45000000003105,26.716502207250848
1742334540000,36.54166666674428,26.65135964979173
1742334600000,35.87499999984478,26.615966888039523
1742334660000,38.508333333690345,26.582527271466027
1742334720000,38.74999999961195,26.486026156402154
1742334780000,35.741666666775316,26.391551982934324
1742334840000,34.33333333348856,26.415476781433213
1742334900000,37.19166666657353,26.507215567698616
1742334960000,36.893851024642956,26.587205964324845
1742335020000,35.61426904484081,26.636305180656084
1742335080000,37.263561370242826,26.65398680224872
1742335140000,34.486207183652574,26.665789309260614
1742335200000,37.66666666682188,26.67698176588924
1742335260000,37.09166666686845,26.683864511745682
1742335320000,38.57499999964299,26.679116942230696
1742335380000,35.45833333356616,26.669129827085158
1742335440000,36.09166666632518,26.655846471965482
1742335500000,36.31666666672876,26.624581389822687
1742335560000,37.40833333344198,26.592691498013142
1742335620000,36.55833333303842,26.562966301112013
1742335680000,34.39166666707024,26.56531302718316
1742335740000,35.39999999998448,26.572554915603963
1742335800000,37.34166666671324,26.589887234154563
1742335860000,36.69166666649593,26.613575884117978
1742335920000,40.500000000077605,26.64459989796415
1742335980000,35.78333333328677,26.63429791810468
1742336040000,35.5583333336593,26.626293466704787
1742336100000,38.17706076429971,26.61660645698972
1742336160000,36.98956631898596,26.606889928707755
1742336220000,35.583333333488554,26.595923781092278
1742336280000,34.96666666624757,26.582222246274377
1742336340000,35.00833333353513,26.567585956836982
1742336400000,37.14999999967403,26.53939080565516
1742336460000,37.6916666670392,26.475871769377335
1742336520000,39.116666666620105,26.413518716493346
1742336580000,34.28333333305393,26.397062115428426
1742336640000,37.35000000024835,26.375297092076767
1742336700000,37.84999999993792,26.361708711765463
1742336760000,38.20000000026388,26.3670810909472
1742336820000,36.00833333291425,26.374559127903463
1742336880000,34.47500000009314,26.385520355757773
1742336940000,35.400000000372536,26.39688008426567
1742337000000,38.299999999580905,26.408884301484935
1742337060000,36.35000000009313,26.450594036560705
1742337120000,38.66871104327567,26.487994060864327
1742337180000,36.61455381841405,26.522998161485255
1742337240000,35.549999999736116,26.565229391243506
1742337300000,37.02709909683648,26.595072662412388
1742337360000,38.03126770864422,26.603519892316264
1742337420000,36.383333333457514,26.610461675306585
1742337480000,35.5166666667598,26.612429579768758
1742337540000,35.5166666667598,26.614687750139097
1742337600000,36.17499999973612,26.61793971226285
1742337660000,40.450000000031054,26.637358009543355
1742337720000,38.40000000045014,26.67375440257127
1742337780000,35.84999999962747,26.702594042464423
1742337840000,34.96883437215656,26.727817657908336
1742337900000,37.06456881894511,26.746197885585055
1742337960000,37.20000000010866,26.75768552788299
1742338020000,36.283333333364375,26.767195426196455
1742338080000,37.633333333069466,26.767042913600637
1742338140000,35.8166666670392,26.767382377120352
1742338200000,38.50833333330228,26.746611145522103
1742338260000,39.058333333038405,26.70861091035752
1742338320000,39.63333333376795,26.650233024487125
1742338380000,34.8499999998603,26.600272849953676
1742338440000,35.816666666651145,26.555970400748986
1742338500000,35.633333333147064,26.525162856393646
1742338560000,40.0416666668995,26.51739947329037
1742338620000,38.374999999844775,26.525704030120746
1742338680000,35.90000000006209,26.54450735725683
1742338740000,35.816666666651145,26.541639136503193
1742338800000,36.199999999953434,26.557628360258356
1742338860000,39.341666666635625,26.543739874516568
1742338920000,39.15000000037253,26.528832998215623
1742338980000,37.599999999705084,26.520100422164706
1742339040000,37.20000000010866,26.506280813079098
1742339100000,38.80000000004657,26.493169649599846
1742339160000,39.38333333314708,26.467232668788398
1742339220000,36.80000000012418,26.427461319607858
1742339280000,37.75000000023283,26.388855953821142
1742339340000,36.38333333306946,26.371110375333508
1742339400000,36.48333333355065,26.356479005657242
1742339460000,38.30833333311603,26.38869852146417
1742339520000,36.275000000217304,26.42197578591955
1742339580000,38.61037965368558,26.449034472274448
1742339640000,36.572885762967424,26.45397883223565
1742339700000,37.52500000021731,26.456945448212377
1742339760000,37.39999999951882,26.45791956092115
1742339820000,37.08333333372138,26.471876923319137
1742339880000,35.83333333294528,26.485765409060924
1742339940000,35.38656400510203,26.49301713700404
1742340000000,35.12175608811485,26.49933411032761
1742340060000,38.8166666663407,26.488294166294825
1742340120000,36.73333333378348,26.48667064511352
1742340180000,36.17499999973612,26.482326496013275
1742340240000,35.04166666651145,26.507899414499214
1742340300000,36.92500000004657,26.536001090219074
1742340360000,39.27500000029491,26.58903119571352
1742340420000,37.36666666654249,26.625383310891028
1742340480000,35.483333333395414,26.661499277533075
1742340540000,36.29305030263157,26.70373542705249
1742340600000,37.7990430621078,26.731428762596444
1742340660000,37.44999999956538,26.759687870673254
1742340720000,36.03333333351959,26.778860179895993
1742340780000,39.54999999996895,26.787238533143697
1742340840000,35.533333333441995,26.788857134563827
1742340900000,37.92706909751049,26.783809459618357
1742340960000,37.63958798620413,26.75402030582219
1742341020000,36.241666666852936,26.726681193081447
1742341080000,37.875000000155225,26.690727578557517
1742341140000,34.99166666646488,26.655989145038973
1742341200000,36.21666666702368,26.636600366325425
1742341260000,38.19166666634071,26.61766912539929
1742341320000,37.116666666697704,26.599928466672797
1742341380000,40.32500000010866,26.593744326900403
1742341440000,37.41875270816546,26.53905626189661
1742341500000,35.87286242898047,26.48934699518207
1742341560000,38.683333332883194,26.460718905018588
1742341620000,36.58333333364377,26.437635385677293
1742341680000,34.61666666630966,26.424396308408028
1742341740000,36.42500000035701,26.411304823973403
1742341800000,35.21666666686845,26.398134623360303
1742341860000,38.10833333292975,26.38719307455062
1742341920000,37.375000000077605,26.37693045278038
1742341980000,39.116666666620105,26.367577986823896
1742342040000,36.975000000093125,26.40883018411223
1742342100000,36.058333333348855,26.44563491731602
1742342160000,37.833333333255716,26.461520826086936
1742342220000,38.19999999987582,26.476457220954842
1742342280000,36.583333333255716,26.491265702032695
1742342340000,37.23023081442476,26.508514384643654
1742342400000,37.5697974829994,26.52358361306275
1742342460000,38.50833333330229,26.54273624324085
1742342520000,36.36666666677533,26.562164380043683
1742342580000,39.21666666671324,26.582630586450296
1742342640000,35.58333333310051,26.599633281003477
1742342700000,37.34166666671324,26.617373939729973
1742342760000,38.208333333410934,26.636378977073427
1742342820000,34.70833333325572,26.65112350125627
1742342880000,37.09166666686845,26.651649915699892
1742342940000,34.53333333289872,26.649627893865013
1742343000000,36.73333333339542,26.613315136776738
1742343060000,39.41666666689949,26.569839207446165
1742343120000,39.46236917546591,26.528478775412413
1742343180000,34.82499999964299,26.486075354013707
1742343240000,38.062537502639884,26.42600015054468
1742343300000,37.44999999995344,26.370628238740256
1742343360000,38.18333333358168,26.314228096854354
1742343420000,34.050000000279404,26.259235006658898
1742343480000,35.88333333299185,26.2191487927644
1742343540000,36.04166666666666,26.179441400478886
1742343600000,38.09166666663562,26.17506773281172
1742343660000,37.958333333566166,26.172863679814075
1742343720000,39.30000000012417,26.170074175238934
1742343780000,34.64166666652697,26.167638893467004
1742343840000,37.983333333007366,26.18475474252677
1742343900000,36.90000000021732,26.2000404404367
1742343960000,37.569788177319886,26.217982809370575
1742344020000,37.4635398436278,26.25358220109131
1742344080000,36.683333333348855,26.28992939650766
1742344140000,36.01666666644936,26.323762593973587
1742344200000,37.43333333327124,26.358510867014417
1742344260000,37.35000000024835,26.39612244104773
1742344320000,38.73333333331781,26.43264182810453
1742344380000,34.735508816512485,26.468610201911915
1742344440000,33.339444647968676,26.504421143362343
1742344500000,36.466666666868456,26.521035176784235
1742344560000,38.09166666663562,26.526687982351838
1742344620000,35.4749999998603,26.517074769054116
1742344680000,35.90833333320915,26.488294166294825
1742344740000,35.56666666680637,26.45827378372435
1742344800000,39.033333333597206,26.425823039143093
1742344860000,37.35833333300738,26.404948492560585
1742344920000,35.73035580377615,26.383060475180052
1742344980000,38.661555129516515,26.389889103663787
1742345040000,35.87500000023282,26.408141417550468
1742345100000,36.324999999875814,26.445969461074604
1742345160000,38.008333333224684,26.48927319876475
1742345220000,35.816666666651145,26.476102998151664
1742345280000,34.64166666652697,26.482847990695745
1742345340000,37.60833333362825,26.497828663414047
1742345400000,35.90000000006208,26.515962903032985
1742345460000,37.16666666635622,26.505395256071118
1742345520000,39.16666666666667,26.491644523641668
1742345580000,37.24898761806465,26.457511220745257
1742345640000,35.40913106567905,26.41119658922798
1742345700000,37.424999999736116,26.372920847438696
1742345760000,37.96666666671323,26.338300488187905
1742345820000,33.866666666775316,26.355755800767376
1742345880000,36.76666666637175,26.37537088849411
1742345940000,35.61666666685292,26.387094679327504
1742346000000,38.63333333322467,26.36133972967881
1742346060000,36.925000000434615,26.3522972086751
1742346120000,39.9333333328832,26.401908080166525
1742346180000,35.891666666915015,26.446304004833177
1742346240000,35.54999999973612,26.40460902904085
1742346300000,36.56666666696158,26.357202210547083
1742346360000,38.666666666200996,26.307448665982157
1742346420000,36.525000000450135,26.28604770495602
1742346480000,36.483333333162584,26.2606814164386
1742346540000,35.06666666672875,26.23777992826004
1742346600000,36.28651900702597,26.2540348191176
1742346660000,37.913562344783905,26.267913465337088
1742346720000,36.46666666725651,26.225145981612886
1742346780000,37.14999999967403,26.195671692530674
1742346840000,33.569228207445455,26.260209119367673
1742346900000,35.37222064706356,26.32239490037238
1742346960000,35.851918525015094,26.38363608723524
1742347020000,35.96666666679085,26.408426763697477
1742347080000,35.38333333330228,26.429901521140952
1742347140000,36.42499999958091,26.446112134148116
1742347200000,36.383333333457514,26.45600577383168
1742347260000,38.15000000021731,26.464295571378592
1742347320000,39.32499999995343,26.48187387798697
1742347380000,36.10000000024836,26.48553910004776
1742347440000,36.54166666674428,26.482124785805894
1742347500000,36.46666666648039,26.477190265367
1742347560000,37.59166666655802,26.474312205091078
1742347620000,35.33333333325572,26.479969930419823
1742347680000,36.03333333351959,26.45549411867153
1742347740000,35.72500000009313,26.44080863162256
1742347800000,37.19166666657354,26.42724976987817
1742347860000,37.80833333303841,26.43014750919872
1742347920000,36.17960679823064,26.453103114749975
1742347980000,36.67055685211329,26.48495856823143
1742348040000,37.30000000020179,26.42930623004115
1742348100000,36.699999999643,26.377289595344735
1742348160000,40.05000000004657,26.310193892706902
1742348220000,36.70833333356616,26.266526092691254
1742348280000,34.96666666663562,26.258192017293947
1742348340000,36.324999999875814,26.245567910169086
1742348400000,37.02499999975164,26.2367812167455
1742348460000,39.35833333331781,26.21548357070361
1742348520000,37.04999999996896,26.165995693241083
1742348580000,39.58333333372139,26.108572241034842
1742348640000,35.599999999782696,26.163693245020337
1742348700000,37.1198106761639,26.223315830463058
1742348760000,38.76360484692454,26.29845534259003
1742348820000,34.649999999674044,26.35132309596634
1742348880000,35.85833333355064,26.40461886856317
1742348940000,35.45000000003105,26.45682245418349
1742349000000,37.99373354247913,26.503284678535433
1742349060000,37.65625520846039,26.544576233912988
1742349120000,37.66666666682188,26.58247807385449
1742349180000,38.424999999891355,26.615312559805847
1742349240000,35.14999999975165,26.620483228780213
1742349300000,38.18333333319364,26.618121743425604
1742349360000,38.04166666658906,26.616030844934535
1742349420000,36.39166666699263,26.612542734275323
1742349480000,36.283333333364375,26.577696066011402
1742349540000,35.249999999844775,26.56934723133061
1742349600000,38.166666666899495,26.56170192249505
1742349660000,38.09166666663562,26.55615243191174
1742349720000,36.74166666654249,26.55247245056748
1742349780000,39.99166666646487,26.54218031023029
1742349840000,34.350000000558786,26.53100753264631
1742349900000,37.524999999441214,26.52206832662688
1742349960000,40.05000000004657,26.513453824843715
1742350020000,37.033333333674825,26.50555268842808
1742350080000,35.55833333327125,26.497489199894318
1742350140000,34.85833333339543,26.463429693415243
1742350200000,37.483333333317816,26.433222359920872
1742350260000,38.141666666294135,26.401494820229455
1742350320000,39.79166666705471,26.369398298451408
1742350380000,35.749999999534346,26.347323330146978
1742350440000,39.050000000279404,26.323762593973598
1742350500000,36.25833333314708,26.298588176141223
1742350560000,39.63333333337991,26.273723703261652
1742350620000,37.275000000372536,26.257272021957878
1742350680000,36.39999999975166,26.272626596523985
1742350740000,34.90833333344199,26.287331762617583
1742350800000,36.14999999990687,26.30125468668747
1742350860000,38.44166666657354,26.315305524547394
1742350920000,38.03849679204265,26.333242973720118
1742350980000,37.07808984082006,26.350098075438623
1742351040000,35.8583333331626,26.37352597806082
1742351100000,37.89999999998448,26.400200923045592
1742351160000,36.50000000023284,26.428956926999103
1742351220000,34.70833333325572,26.44990526999895
1742351280000,37.39999999990686,26.464797387016446
1742351340000,35.618812706429395,26.481736124674626
1742351400000,38.16460548708239,26.509852559677938
1742351460000,37.65833333328676,26.53978930630876
1742351520000,38.00000000007762,26.56059005647394
1742351580000,40.01666666629413,26.579993594470984
1742351640000,35.34999999993791,26.57883253083829
1742351700000,36.25833333353512,26.574901641675098
1742351760000,37.44166666680637,26.568397717427604
1742351820000,34.1166666666201,26.560393266027727
1742351880000,36.116666666542486,26.55391886034717
1742351940000,34.26666666675979,26.513881844064237
1742352000000,37.05833333311603,26.46413813902162
1742352060000,37.61666666677532,26.41394181595271
1742352120000,35.341666666790836,26.36962952722571
1742352180000,38.033333333053946,26.3251401270971
1742352240000,36.33333333341094,26.28813368368593
1742352300000,36.9166666668995,26.274432148868044
1742352360000,38.35000000001551,26.253439528017786
1742352420000,37.666666666433834,26.249670990972728
1742352480000,36.133333333612725,26.24780640149481
1742352540000,36.833333333100505,26.261089756614485
1742352600000,36.63333333330229,26.271873873067207
1742352660000,39.116666666620105,26.283336916559374
1742352720000,37.599999999705084,26.29438670011449
1742352780000,39.25833333400078,26.31028736816885
1742352840000,35.241666666309655,26.335087884153396
1742352900000,37.60000000009314,26.345212752611282
1742352960000,38.75833333353511,26.36488195771072
1742353020000,34.98333333292975,26.367809215598204
1742353080000,36.283333333364375,26.374288541039913
1742353140000,35.591666666635625,26.398375691656916
1742353200000,38.783333333364375,26.441039860396852
1742353260000,38.15833333336438,26.485883483328642
1742353320000,36.90000000021732,26.531602823746102
1742353380000,39.23310225289325,26.574970518331277
1742353440000,36.09981330850323,26.6054927165396
1742353500000,35.18333333350407,26.623877863977462
1742353560000,38.70833333310051,26.637348170021045
1742353620000,35.824999999798216,26.651295692896703
1742353680000,36.08546381810556,26.65502487185253
1742353740000,36.397879929470676,26.644840966260773
1742353800000,35.150000000139705,26.6163555491708
1742353860000,38.27499999936359,26.555168479680656
1742353920000,37.70833333372139,26.49810417003875
1742353980000,38.53333333313154,26.44314059841023
1742354040000,36.10833333339543,26.40341352708009
1742354100000,37.90000000037252,26.373501379255025
1742354160000,40.03333333336438,26.34775134936749
1742354220000,35.88333333299185,26.32383639039092
1742354280000,37.10833333316259,26.302051687994666
1742354340000,36.08333333317811,26.294937713363886
1742354400000,36.72500000063641,26.286485563698857
1742354460000,39.03333333320915,26.305987496919002
1742354520000,35.62499999999999,26.319029783742053
1742354580000,38.27499999975165,26.32869711441248
1742354640000,35.96666666679085,26.335319112927703
1742354700000,37.39166666675979,26.334709062544437
1742354760000,37.424999999736116,26.33217046578823
1742354820000,36.683333333348855,26.32832813232583
1742354880000,36.35000000009313,26.328898824619863
1742354940000,36.1416666667598,26.33648509632155
1742355000000,36.31666666672876,26.347426645131232
1742355060000,40.77499999975165,26.377466706746333
1742355120000,37.67500000035701,26.403398767796602
1742355180000,38.758333333147064,26.430447614629195
1742355240000,35.71047631753369,26.456679781109983
1742355300000,37.97293243094133,26.476816363519195
1742355360000,38.83333333341095,26.498965128240947
1742355420000,34.62499999984479,26.51961336581031
1742355480000,36.383333333457514,26.53778204375734
1742355540000,35.216666666868456,26.547247664220397
1742355600000,36.874999999611944,26.554583028103153
1742355660000,38.77500000021731,26.54264276777891
1742355720000,35.416666666666664,26.534830187064074
1742355780000,36.60833333308497,26.523765644225506
1742355840000,39.87500000007762,26.513803127885748
1742355900000,36.77500000029492,26.520784268965315
1742355960000,40.78333333328676,26.538308458200955
1742356020000,36.71666666671322,26.537201511941
1742356080000,37.31666666649593,26.50333879590814
1742356140000,35.87307935837383,26.417001907391402
1742356200000,38.08547521454513,26.332072070565125
1742356260000,38.58333333317812,26.30377360439905
1742356320000,36.80000000012418,26.27670015876069
1742356380000,36.17500000012417,26.252706483605635
1742356440000,39.43333333319363,26.230252693692236
1742356500000,36.966666666946054,26.200660330342274
1742356560000,39.266666666371755,26.165006821248838
1742356620000,36.625000000155225,26.15686461653659
1742356680000,35.691666666728764,26.18545334861083
1742356740000,37.02499999975164,26.270486500421384
1742356800000,36.916822180969056,26.356720073953856
1742356860000,39.01707121886753,26.396560299790572
1742356920000,37.49166666646489,26.44401631589589
1742356980000,35.45833333356616,26.48866806814262
1742357040000,38.59166666671323,26.52404607061135
1742357100000,36.2083333331005,26.551498337858693
1742357160000,38.20000000026387,26.57180711190832
1742357220000,35.658333333364375,26.583245556594726
1742357280000,36.19999999956538,26.591102415159938
1742357340000,34.39713357260585,26.59672078239945
1742357400000,37.37811484279491,26.599736595987732
1742357460000,38.216666666558005,26.593719728094644
1742357520000,35.91666666674428,26.57939830337117
1742357580000,34.791666666666664,26.565239230765812
1742357640000,38.18333333358168,26.558937016725725
1742357700000,35.38333333330229,26.55668868587768
1742357760000,37.174999999891355,26.55512420183026
1742357820000,37.76666666652697,26.563522234122583
1742357880000,35.750000000310436,26.57330763906074
1742357940000,36.099999999472246,26.568771619275424
1742358000000,36.56666666696158,26.563561592211826
1742358060000,38.175000000046566,26.554779818549367
1742358120000,37.27499999998447,26.55095224437044
1742358180000,34.80833333334885,26.541486623907385
1742358240000,35.47500000024834,26.532360466964057
1742358300000,39.58333333294528,26.524636441950022
1742358360000,39.27500000029491,26.51834406743221
1742358420000,36.11666666615443,26.50366350014439
1742358480000,37.333333333566166,26.480821049099713
1742358540000,34.77500000037252,26.47147842266554
1742358600000,37.50833333275902,26.469864741006553
1742358660000,37.50833333392317,26.471493181949
1742358720000,37.39999999951882,26.468870949253155
1742358780000,37.49166666685293,26.47794790858493
1742358840000,37.624999999922395,26.50020490805214
1742358900000,36.35000000009313,26.525984456506613
1742358960000,38.74166666685292,26.549117173459457
1742359020000,36.618779373586264,26.571457808866295
1742359080000,35.63118770645867,26.600794344636157
1742359140000,37.06666666665115,26.61520432506044
1742359200000,37.76666666652697,26.63314669399429
1742359260000,38.05000000012417,26.64087563876949
1742359320000,36.44166666665114,26.64768458820861
1742359380000,36.42499999996895,26.6491654363164
1742359440000,37.82500000010865,26.637618756884596
1742359500000,36.60833333308497,26.621162155819654
1742359560000,37.20833333364377,26.606525866382256
1742359620000,36.10833333300737,26.59566795351219
1742359680000,35.35833333347303,26.58711740862406
1742359740000,35.60000000017074,26.592893208220538
1742359800000,36.666666666278616,26.588219435122863
1742359860000,38.83333333379899,26.593026041771715
1742359920000,35.533333333441995,26.597232437559615
1742359980000,36.40833333289872,26.600405683504867
1742360040000,39.53333333367481,26.584288545959676
1742360100000,36.37499999953434,26.568161568892158
1742360160000,38.277057431558646,26.55381062560175
1742360220000,36.81456048548921,26.538465890557937
1742360280000,36.02499999998447,26.522639018920902
1742360340000,35.133333333457514,26.508347112764362
1742360400000,35.75833333306946,26.475625781319557
1742360460000,37.21666666679084,26.44250594922117
1742360520000,36.21666666702368,26.422728509376338
1742360580000,39.208333332790055,26.40781179355306
1742360640000,33.37500000023284,26.41270695590271
1742360700000,37.875000000155225,26.41755292064081
1742360760000,38.57500000003105,26.417016666674865
1742360820000,35.70833333302289,26.412800431364648
1742360880000,37.933333333736904,26.374687041693512
1742360940000,36.29999999965852,26.33582584832671
1742361000000,37.308333333348855,26.315871297080264
1742361060000,39.88333333322468,26.310813782612485
1742361120000,36.432416218076845,26.294061995878227
1742361180000,40.04300501729858,26.274756853104297
1742361240000,37.24166666700815,26.256204433787154
1742361300000,36.933333333193644,26.238950831415032
1742361360000,38.19166666634071,26.225451006804523
1742361420000,36.75833333361274,26.22294192861525
1742361480000,36.76666666637174,26.26587176445757
1742361540000,35.941666666961595,26.317598133245824
1742361600000,35.483333333395414,26.370529843517165
1742361660000,38.8333333330229,26.41624426417346
1742361720000,35.42500000020179,26.460595910989714
1742361780000,35.65000000021731,26.50278286289758
1742361840000,39.60833333316259,26.545870131096873
1742361900000,36.433333333116025,26.55421404601649
1742361960000,37.941666666883975,26.564014210238117
1742362020000,36.39166666699263,26.56370918504648
1742362080000,37.07499999979822,26.574139078696014
1742362140000,35.233333333162584,26.526766698530313
1742362200000,37.05833333350408,26.47828737210466
1742362260000,37.39166666637175,26.43818639892671
1742362320000,35.93333333342647,26.40284775454721
1742362380000,40.38830097527574,26.396909602832597
1742362440000,36.011334277639165,26.40527319679683
1742362500000,35.45000000003105,26.44931489866029
1742362560000,38.783333333364375,26.486311502549164
1742362620000,38.5999999998603,26.522260197311944
1742362680000,36.033333333131544,26.533752759371044
1742362740000,37.19166666657353,26.58990691319918
1742362800000,35.48333333378347,26.6445851386807
1742362860000,37.049999999580905,26.683406973958224
1742362920000,34.95833333387661,26.717682949928147
1742362980000,35.13333333306946,26.722966773409084
1742363040000,36.033333333131544,26.709545664977053
1742363100000,33.74166666685293,26.69458959106453
1742363160000,35.752141595202545,26.684449963323164
1742363220000,34.422814093849695,26.67562391181033
1742363280000,33.17500000004656,26.676371715505955
1742363340000,34.108333333084985,26.682521416950244
1742363400000,34.341666667023674,26.69052094858898
1742363460000,37.41666666658905,26.69964710553232
1742363520000,35.643811872953094,26.708576472029442
1742363580000,37.79792659744459,26.718942408783942
1742363640000,35.23657150458737,26.732801375958804
1742363700000,36.43015484124614,26.74664066408904
1742363760000,37.20833333325573,26.768966540212404
1742363820000,35.291666666744284,26.792114016448732
1742363880000,34.45833333302289,26.763687636492627
1742363940000,34.88333333361273,26.680774901740058
1742364000000,36.72500000024834,26.597808049614812
1742364060000,37.62499999953434,26.565357305033555
1742364120000,34.90833333344199,26.534938421809496
1742364180000,40.43531882310947,26.51037405436041
1742364240000,36.514550484876466,26.498915930629398
1742364300000,36.54166666635622,26.49148217152353
1742364360000,38.0416666669771,26.476171874807818
1742364420000,35.8583333331626,26.458878914346464
1742364480000,32.95000000003105,26.485711291688208
1742364540000,37.74166666669772,26.565455700256667
1742364600000,34.941666666806356,26.65083815510925
1742364660000,36.824999999953434,26.688277537502113
1742364720000,35.81666666626309,26.70589028243857
1742364780000,34.80833333334885,26.712305650985257
1742364840000,37.60000000009314,26.70422248340688
1742364900000,36.50833333337991,26.688631760305302
1742364960000,37.016666666992634,26.673016438397955
1742365020000,36.1166666665425,26.65726336317824
1742365080000,35.79166666682189,26.640137674596176
1742365140000,38.291666666433834,26.62658373261295
1742365200000,37.47292298440414,26.607057200587025
1742365260000,38.652352215827456,26.5840425579019
1742365320000,35.677144094855365,26.57853734516896
1742365380000,39.439647988716416,26.57621521790361
1742365440000,36.6166666666201,26.573755337325878
1742365500000,38.60833333300737,26.57413415893486
1742365560000,38.14166666707024,26.574075121800988
1742365620000,36.441666666263096,26.57542313635758
1742365680000,36.80833333327125,26.572791064139423
1742365740000,36.22500000017074,26.551680369021447
1742365800000,39.08333333325573,26.532055441772417
1742365860000,40.28333333359721,26.520582558757933
1742365920000,36.14999999990687,26.511540037754244
1742365980000,40.81326556098595,26.50834219300322
1742366040000,36.56560942711871,26.512238643838327
1742366100000,37.695846389557516,26.513621096723007
1742366160000,41.01666666683741,26.51510194483079
